ts_local,series,ticker,ignored,buy_count,cost_cents,fee_cost_cents,fill_side,is_taker,pnl_cents,contract_cost,percent_gain
2026-04-13T14:30:09.873897-07:00,KXETH15M,KXETH15M-26APR131730-30,no,1,98.9,0.1,no,false,1.0999999999999943,98.9,1.112235
2026-04-13T14:30:09.876256-07:00,KXXRP15M,KXXRP15M-26APR131730-30,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T14:30:09.886408-07:00,KXBTC15M,KXBTC15M-26APR131730-30,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-13T14:45:09.876198-07:00,KXETH15M,KXETH15M-26APR131745-45,no,1,97.89999999999999,0.1,yes,false,2.1000000000000085,97.9,2.145046
2026-04-13T14:45:09.877330-07:00,KXSOL15M,KXSOL15M-26APR131745-45,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T14:45:09.879078-07:00,KXXRP15M,KXXRP15M-26APR131745-45,no,1,96.0,1.0,yes,true,4.0,96.0,4.166667
2026-04-13T14:45:09.888161-07:00,KXBTC15M,KXBTC15M-26APR131745-45,no,1,97.5,0.5,yes,false,2.5,97.5,2.564103
2026-04-13T15:15:19.870773-07:00,KXETH15M,KXETH15M-26APR131815-15,no,1,98.7,0.3,yes,false,1.2999999999999972,98.7,1.317123
2026-04-13T15:15:19.871494-07:00,KXXRP15M,KXXRP15M-26APR131815-15,no,1,97.39999999999999,0.6,yes,false,2.6000000000000085,97.4,2.669405
2026-04-13T15:15:19.882827-07:00,KXBTC15M,KXBTC15M-26APR131815-15,no,1,96.7,0.3,yes,false,3.299999999999997,96.7,3.412616
2026-04-13T15:30:09.884725-07:00,KXBTC15M,KXBTC15M-26APR131830-30,no,1,95.89999999999999,1.1,yes,true,4.1000000000000085,95.9,4.275287
2026-04-13T15:30:09.887706-07:00,KXETH15M,KXETH15M-26APR131830-30,no,2,196.4,1.6,yes,false,3.5999999999999943,98.2,1.832994
2026-04-13T15:45:09.872746-07:00,KXETH15M,KXETH15M-26APR131845-45,no,1,99.0,1.0,yes,true,1.0,99.0,1.010101
2026-04-13T15:45:09.888424-07:00,KXBTC15M,KXBTC15M-26APR131845-45,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T16:00:09.884936-07:00,KXBTC15M,KXBTC15M-26APR131900-00,no,1,97.2,0.8,yes,false,2.799999999999997,97.2,2.880658
2026-04-13T16:00:09.893906-07:00,KXSOL15M,KXSOL15M-26APR131900-00,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T16:00:09.896132-07:00,KXETH15M,KXETH15M-26APR131900-00,no,1,98.7,0.3,yes,false,1.2999999999999972,98.7,1.317123
2026-04-13T16:15:09.873584-07:00,KXSOL15M,KXSOL15M-26APR131915-15,no,1,98.2,0.8,yes,false,1.7999999999999972,98.2,1.832994
2026-04-13T16:15:09.877493-07:00,KXETH15M,KXETH15M-26APR131915-15,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T16:15:09.893132-07:00,KXBTC15M,KXBTC15M-26APR131915-15,no,1,97.1,0.9,yes,false,2.9000000000000057,97.1,2.986612
2026-04-13T16:30:09.875148-07:00,KXETH15M,KXETH15M-26APR131930-30,no,1,97.6,0.4,yes,false,2.4000000000000057,97.6,2.459016
2026-04-13T16:30:09.876960-07:00,KXSOL15M,KXSOL15M-26APR131930-30,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T16:30:09.878299-07:00,KXXRP15M,KXXRP15M-26APR131930-30,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T16:30:09.891275-07:00,KXBTC15M,KXBTC15M-26APR131930-30,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T16:45:09.877200-07:00,KXETH15M,KXETH15M-26APR131945-45,no,1,97.6,0.4,no,false,2.4000000000000057,97.6,2.459016
2026-04-13T16:45:09.890566-07:00,KXBTC15M,KXBTC15M-26APR131945-45,no,1,97.89999999999999,0.1,no,false,2.1000000000000085,97.9,2.145046
2026-04-13T17:00:09.870530-07:00,KXSOL15M,KXSOL15M-26APR132000-00,no,1,98.0,1.0,yes,true,2.0,98.0,2.040816
2026-04-13T17:00:09.873276-07:00,KXETH15M,KXETH15M-26APR132000-00,no,1,98.9,0.1,no,false,1.0999999999999943,98.9,1.112235
2026-04-13T17:00:09.884969-07:00,KXBTC15M,KXBTC15M-26APR132000-00,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T17:15:09.876570-07:00,KXETH15M,KXETH15M-26APR132015-15,no,1,97.89999999999999,1.1,no,true,2.1000000000000085,97.9,2.145046
2026-04-13T17:15:09.878743-07:00,KXSOL15M,KXSOL15M-26APR132015-15,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T17:15:09.889939-07:00,KXBTC15M,KXBTC15M-26APR132015-15,no,1,97.2,0.8,no,false,2.799999999999997,97.2,2.880658
2026-04-13T17:30:09.891218-07:00,KXBTC15M,KXBTC15M-26APR132030-30,no,1,97.6,0.4,no,false,2.4000000000000057,97.6,2.459016
2026-04-13T17:45:09.879356-07:00,KXBTC15M,KXBTC15M-26APR132045-45,no,1,97.1,0.9,yes,false,2.9000000000000057,97.1,2.986612
2026-04-13T17:45:09.884746-07:00,KXETH15M,KXETH15M-26APR132045-45,no,1,98.2,0.8,yes,false,1.7999999999999972,98.2,1.832994
2026-04-13T17:45:09.885622-07:00,KXXRP15M,KXXRP15M-26APR132045-45,no,1,97.5,0.5,yes,false,2.5,97.5,2.564103
2026-04-13T18:00:09.870321-07:00,KXSOL15M,KXSOL15M-26APR132100-00,no,1,98.6,0.4,no,true,1.4000000000000057,98.6,1.419878
2026-04-13T18:00:09.872225-07:00,KXETH15M,KXETH15M-26APR132100-00,no,1,98.2,0.8,no,false,1.7999999999999972,98.2,1.832994
2026-04-13T18:00:09.882386-07:00,KXBTC15M,KXBTC15M-26APR132100-00,no,1,97.1,0.9,no,false,2.9000000000000057,97.1,2.986612
2026-04-13T18:15:09.870982-07:00,KXETH15M,KXETH15M-26APR132115-15,no,1,96.89999999999999,1.1,yes,true,3.1000000000000085,96.9,3.199174
2026-04-13T18:15:09.885213-07:00,KXBTC15M,KXBTC15M-26APR132115-15,no,1,96.7,0.3,yes,false,3.299999999999997,96.7,3.412616
2026-04-13T18:45:09.970857-07:00,KXSOL15M,KXSOL15M-26APR132145-45,no,1,98.7,0.3,yes,true,1.2999999999999972,98.7,1.317123
2026-04-13T18:45:09.975614-07:00,KXETH15M,KXETH15M-26APR132145-45,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T19:00:09.887277-07:00,KXBTC15M,KXBTC15M-26APR132200-00,no,1,97.2,0.8,yes,false,2.799999999999997,97.2,2.880658
2026-04-13T19:00:09.893730-07:00,KXETH15M,KXETH15M-26APR132200-00,no,1,95.0,1.0,yes,true,5.0,95.0,5.263158
2026-04-13T19:15:09.882026-07:00,KXBTC15M,KXBTC15M-26APR132215-15,no,1,98.5,0.5,yes,false,1.5,98.5,1.522843
2026-04-13T19:15:09.887321-07:00,KXSOL15M,KXSOL15M-26APR132215-15,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T19:15:09.888057-07:00,KXXRP15M,KXXRP15M-26APR132215-15,no,1,96.89999999999999,1.1,yes,true,3.1000000000000085,96.9,3.199174
2026-04-13T19:15:09.888977-07:00,KXETH15M,KXETH15M-26APR132215-15,no,2,198.0,1.0,yes,mixed,2.0,99.0,1.010101
2026-04-13T19:30:09.924400-07:00,KXXRP15M,KXXRP15M-26APR132230-30,no,1,97.2,0.8,yes,false,2.799999999999997,97.2,2.880658
2026-04-13T19:45:09.868776-07:00,KXXRP15M,KXXRP15M-26APR132245-45,no,1,97.1,0.9,yes,true,2.9000000000000057,97.1,2.986612
2026-04-13T19:45:09.882625-07:00,KXBTC15M,KXBTC15M-26APR132245-45,no,1,98.9,0.1,yes,false,1.0999999999999943,98.9,1.112235
2026-04-13T20:00:09.880382-07:00,KXBTC15M,KXBTC15M-26APR132300-00,no,1,96.8,0.2,no,false,3.200000000000003,96.8,3.305785
2026-04-13T20:00:09.887301-07:00,KXETH15M,KXETH15M-26APR132300-00,no,1,98.2,0.8,no,false,1.7999999999999972,98.2,1.832994
2026-04-13T20:15:09.924347-07:00,KXSOL15M,KXSOL15M-26APR132315-15,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T20:15:09.940759-07:00,KXBTC15M,KXBTC15M-26APR132315-15,no,1,97.1,0.9,yes,false,2.9000000000000057,97.1,2.986612
2026-04-13T20:30:09.920702-07:00,KXETH15M,KXETH15M-26APR132330-30,no,1,98.2,0.8,no,false,1.7999999999999972,98.2,1.832994
2026-04-13T20:30:09.931031-07:00,KXBTC15M,KXBTC15M-26APR132330-30,no,1,96.8,0.2,no,false,3.200000000000003,96.8,3.305785
2026-04-13T20:45:09.872322-07:00,KXSOL15M,KXSOL15M-26APR132345-45,no,1,98.2,0.8,yes,false,1.7999999999999972,98.2,1.832994
2026-04-13T20:45:09.882947-07:00,KXBTC15M,KXBTC15M-26APR132345-45,no,1,96.0,1.0,yes,true,4.0,96.0,4.166667
2026-04-13T21:02:35.822830-07:00,KXETH15M,KXETH15M-26APR140000-00,no,1,98.7,0.3,no,false,1.2999999999999972,98.7,1.317123
2026-04-13T21:02:35.826103-07:00,KXSOL15M,KXSOL15M-26APR140000-00,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T21:02:35.835484-07:00,KXBTC15M,KXBTC15M-26APR140000-00,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T21:15:09.923970-07:00,KXXRP15M,KXXRP15M-26APR140015-15,no,1,98.4,0.6,yes,false,1.5999999999999943,98.4,1.626016
2026-04-13T21:15:09.925908-07:00,KXETH15M,KXETH15M-26APR140015-15,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T21:30:09.922228-07:00,KXSOL15M,KXSOL15M-26APR140030-30,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-13T21:45:09.980551-07:00,KXETH15M,KXETH15M-26APR140045-45,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T21:45:10.017829-07:00,KXBTC15M,KXBTC15M-26APR140045-45,no,1,97.1,0.9,no,false,2.9000000000000057,97.1,2.986612
2026-04-13T22:00:09.873957-07:00,KXETH15M,KXETH15M-26APR140100-00,no,1,99.0,0.32,no,false,33.0,99.0,33.333333
2026-04-13T22:00:09.875135-07:00,KXSOL15M,KXSOL15M-26APR140100-00,no,1,99.0,1.0,yes,true,1.0,99.0,1.010101
2026-04-13T22:15:09.873097-07:00,KXETH15M,KXETH15M-26APR140115-15,no,1,98.2,0.8,no,false,1.7999999999999972,98.2,1.832994
2026-04-13T22:15:09.884295-07:00,KXBTC15M,KXBTC15M-26APR140115-15,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-13T22:30:09.874180-07:00,KXXRP15M,KXXRP15M-26APR140130-30,no,1,98.2,0.8,yes,false,1.7999999999999972,98.2,1.832994
2026-04-13T22:30:09.874901-07:00,KXSOL15M,KXSOL15M-26APR140130-30,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-13T22:45:09.922088-07:00,KXETH15M,KXETH15M-26APR140145-45,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-13T22:45:09.923822-07:00,KXSOL15M,KXSOL15M-26APR140145-45,no,1,97.6,0.4,no,false,2.4000000000000057,97.6,2.459016
2026-04-13T22:45:09.933719-07:00,KXBTC15M,KXBTC15M-26APR140145-45,no,1,97.1,0.9,no,false,2.9000000000000057,97.1,2.986612
2026-04-13T23:00:09.869243-07:00,KXETH15M,KXETH15M-26APR140200-00,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-13T23:00:09.879563-07:00,KXBTC15M,KXBTC15M-26APR140200-00,no,1,96.89999999999999,0.1,no,false,3.1000000000000085,96.9,3.199174
2026-04-13T23:15:09.921286-07:00,KXETH15M,KXETH15M-26APR140215-15,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T23:15:09.927597-07:00,KXBTC15M,KXBTC15M-26APR140215-15,no,1,97.0,1.0,yes,true,3.0,97.0,3.092784
2026-04-13T23:15:09.928496-07:00,KXSOL15M,KXSOL15M-26APR140215-15,no,1,99.0,0.0,yes,false,1.0,99.0,1.010101
2026-04-13T23:30:09.925313-07:00,KXETH15M,KXETH15M-26APR140230-30,no,1,98.1,0.9,yes,false,1.9000000000000057,98.1,1.936799
2026-04-13T23:30:09.931511-07:00,KXBTC15M,KXBTC15M-26APR140230-30,no,1,97.1,0.9,yes,false,2.9000000000000057,97.1,2.986612
2026-04-13T23:45:09.873550-07:00,KXSOL15M,KXSOL15M-26APR140245-45,no,1,98.2,0.8,no,false,1.7999999999999972,98.2,1.832994
2026-04-14T00:07:58.675214-07:00,KXETH15M,KXETH15M-26APR140300-00,no,2,196.2,1.8,yes,false,3.8000000000000114,98.1,1.936799
2026-04-14T00:07:58.683524-07:00,KXBTC15M,KXBTC15M-26APR140300-00,no,1,96.89999999999999,0.1,yes,false,3.1000000000000085,96.9,3.199174
2026-04-14T00:15:09.876358-07:00,KXETH15M,KXETH15M-26APR140315-15,no,1,97.7,0.3,yes,false,2.299999999999997,97.7,2.354145
2026-04-14T00:15:09.884374-07:00,KXBTC15M,KXBTC15M-26APR140315-15,no,1,97.0,1.0,yes,true,3.0,97.0,3.092784
2026-04-14T00:30:09.874919-07:00,KXBTC15M,KXBTC15M-26APR140330-30,no,2,194.2,1.8,no,false,5.800000000000011,97.1,2.986612
2026-04-14T00:30:09.877719-07:00,KXSOL15M,KXSOL15M-26APR140330-30,no,1,98.2,0.8,yes,false,1.7999999999999972,98.2,1.832994
2026-04-14T00:45:09.878558-07:00,KXBTC15M,KXBTC15M-26APR140345-45,no,1,97.1,1.248,no,false,14.900000000000006,97.1,15.345005
2026-04-14T00:45:09.879527-07:00,KXETH15M,KXETH15M-26APR140345-45,no,1,98.1,0.9,no,false,1.9000000000000057,98.1,1.936799
2026-04-14T00:45:09.879851-07:00,KXSOL15M,KXSOL15M-26APR140345-45,no,1,99.0,0.0,no,false,1.0,99.0,1.010101
2026-04-14T01:00:09.921776-07:00,KXETH15M,KXETH15M-26APR140400-00,no,2,197.4,0.6,yes,false,2.5999999999999943,98.7,1.317123
2026-04-14T01:15:09.875017-07:00,KXBTC15M,KXBTC15M-26APR140415-15,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T01:30:09.887439-07:00,KXBTC15M,KXBTC15M-26APR140430-30,no,2,195.6,0.4,yes,false,4.400000000000006,97.8,2.249489
2026-04-14T01:45:09.872581-07:00,KXETH15M,KXETH15M-26APR140445-45,no,2,196.0,1.0,yes,true,4.0,98.0,2.040816
2026-04-14T01:45:09.879225-07:00,KXBTC15M,KXBTC15M-26APR140445-45,no,2,194.2,0.8,yes,false,5.800000000000011,97.1,2.986612
2026-04-14T02:00:09.882037-07:00,KXBTC15M,KXBTC15M-26APR140500-00,no,2,194.2,0.8,yes,false,5.800000000000011,97.1,2.986612
2026-04-14T02:30:09.876393-07:00,KXETH15M,KXETH15M-26APR140530-30,no,2,198.0,0.0,no,false,2.0,99.0,1.010101
2026-04-14T02:30:09.877118-07:00,KXSOL15M,KXSOL15M-26APR140530-30,no,2,198.0,0.0,no,false,2.0,99.0,1.010101
2026-04-14T02:30:09.882990-07:00,KXBTC15M,KXBTC15M-26APR140530-30,no,2,193.6,0.4,no,false,6.400000000000006,96.8,3.305785
2026-04-14T02:45:09.870427-07:00,KXETH15M,KXETH15M-26APR140545-45,no,2,198.0,0.0,no,false,2.0,99.0,1.010101
2026-04-14T02:45:09.871683-07:00,KXSOL15M,KXSOL15M-26APR140545-45,no,4,396.0,1.0,yes,mixed,4.0,99.0,1.010101
2026-04-14T02:45:09.878834-07:00,KXBTC15M,KXBTC15M-26APR140545-45,no,2,194.6,0.4,no,false,5.400000000000006,97.3,2.774923
2026-04-14T03:00:09.879880-07:00,KXBTC15M,KXBTC15M-26APR140600-00,no,2,197.4,0.6,no,false,2.5999999999999943,98.7,1.317123
2026-04-14T03:15:09.921141-07:00,KXETH15M,KXETH15M-26APR140615-15,no,2,197.8,0.2,no,false,2.1999999999999886,98.9,1.112235
2026-04-14T03:15:09.928125-07:00,KXSOL15M,KXSOL15M-26APR140615-15,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T03:30:09.927096-07:00,KXBTC15M,KXBTC15M-26APR140630-30,no,2,196.8,0.2,yes,false,3.1999999999999886,98.4,1.626016
2026-04-14T03:45:09.867994-07:00,KXSOL15M,KXSOL15M-26APR140645-45,no,2,196.2,0.8,no,false,3.8000000000000114,98.1,1.936799
2026-04-14T03:45:09.873130-07:00,KXBTC15M,KXBTC15M-26APR140645-45,no,2,194.6,0.4,no,false,5.400000000000006,97.3,2.774923
2026-04-14T04:00:09.929312-07:00,KXBTC15M,KXBTC15M-26APR140700-00,no,2,196.2,0.8,yes,false,3.8000000000000114,98.1,1.936799
2026-04-14T04:15:09.869133-07:00,KXSOL15M,KXSOL15M-26APR140715-15,no,2,198.0,0.0,no,false,2.0,99.0,1.010101
2026-04-14T04:15:09.875832-07:00,KXBTC15M,KXBTC15M-26APR140715-15,no,2,186.0,1.0,yes,true,14.0,93.0,7.526882
2026-04-14T04:45:09.871322-07:00,KXETH15M,KXETH15M-26APR140745-45,no,2,195.2,0.8,yes,true,4.800000000000011,97.6,2.459016
2026-04-14T05:00:09.920269-07:00,KXETH15M,KXETH15M-26APR140800-00,yes,1,95.89999999999999,0.75,yes,true,104.10000000000001,95.9,108.550574
2026-04-14T05:00:09.928873-07:00,KXBTC15M,KXBTC15M-26APR140800-00,no,2,198.0,1.0,yes,true,2.0,99.0,1.010101
2026-04-14T05:15:09.918067-07:00,KXETH15M,KXETH15M-26APR140815-15,no,2,196.6,0.4,no,false,3.4000000000000057,98.3,1.7294
2026-04-14T05:15:09.925350-07:00,KXBTC15M,KXBTC15M-26APR140815-15,no,2,197.0,0.0,no,false,3.0,98.5,1.522843
2026-04-14T05:30:09.874413-07:00,KXETH15M,KXETH15M-26APR140830-30,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T05:45:09.924017-07:00,KXSOL15M,KXSOL15M-26APR140845-45,no,2,197.2,0.8,yes,false,2.8000000000000114,98.6,1.419878
2026-04-14T05:45:09.930932-07:00,KXBTC15M,KXBTC15M-26APR140845-45,no,2,194.6,0.4,yes,true,5.400000000000006,97.3,2.774923
2026-04-14T05:45:09.933379-07:00,KXETH15M,KXETH15M-26APR140845-45,no,2,198.0,0.0,no,false,2.0,99.0,1.010101
2026-04-14T06:00:09.869697-07:00,KXXRP15M,KXXRP15M-26APR140900-00,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T06:00:09.871478-07:00,KXETH15M,KXETH15M-26APR140900-00,no,2,196.4,0.6,yes,false,3.5999999999999943,98.2,1.832994
2026-04-14T06:00:09.878677-07:00,KXBTC15M,KXBTC15M-26APR140900-00,no,2,194.4,0.6,yes,false,5.599999999999994,97.2,2.880658
2026-04-14T06:15:09.922636-07:00,KXETH15M,KXETH15M-26APR140915-15,no,2,197.8,0.2,yes,true,2.1999999999999886,98.9,1.112235
2026-04-14T06:15:09.930819-07:00,KXBTC15M,KXBTC15M-26APR140915-15,no,2,195.6,0.4,yes,false,4.400000000000006,97.8,2.249489
2026-04-14T06:30:09.873345-07:00,KXSOL15M,KXSOL15M-26APR140930-30,no,2,197.6,0.4,yes,false,2.4000000000000057,98.8,1.214575
2026-04-14T06:30:09.882314-07:00,KXBTC15M,KXBTC15M-26APR140930-30,no,2,194.6,0.4,yes,false,5.400000000000006,97.3,2.774923
2026-04-14T06:45:19.923404-07:00,KXSOL15M,KXSOL15M-26APR140945-45,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T06:45:19.925160-07:00,KXETH15M,KXETH15M-26APR140945-45,no,2,195.2,0.8,yes,false,4.800000000000011,97.6,2.459016
2026-04-14T06:45:19.933805-07:00,KXBTC15M,KXBTC15M-26APR140945-45,no,2,194.2,0.8,yes,false,5.800000000000011,97.1,2.986612
2026-04-14T07:00:09.869524-07:00,KXXRP15M,KXXRP15M-26APR141000-00,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T07:00:09.879239-07:00,KXBTC15M,KXBTC15M-26APR141000-00,no,2,197.0,0.0,yes,false,3.0,98.5,1.522843
2026-04-14T07:15:09.867394-07:00,KXSOL15M,KXSOL15M-26APR141015-15,no,2,195.4,0.6,no,false,4.599999999999994,97.7,2.354145
2026-04-14T07:15:09.870347-07:00,KXETH15M,KXETH15M-26APR141015-15,no,2,195.4,0.6,no,false,4.599999999999994,97.7,2.354145
2026-04-14T07:15:09.882330-07:00,KXBTC15M,KXBTC15M-26APR141015-15,no,2,198.0,0.0,yes,false,2.0,99.0,1.010101
2026-04-14T07:30:09.873037-07:00,KXETH15M,KXETH15M-26APR141030-30,no,2,197.6,0.4,yes,false,2.4000000000000057,98.8,1.214575
2026-04-14T07:30:09.874376-07:00,KXSOL15M,KXSOL15M-26APR141030-30,no,2,197.2,0.8,yes,false,2.8000000000000114,98.6,1.419878
2026-04-14T07:30:09.885216-07:00,KXBTC15M,KXBTC15M-26APR141030-30,no,2,197.4,0.6,yes,false,2.5999999999999943,98.7,1.317123
2026-04-14T07:45:09.876123-07:00,KXETH15M,KXETH15M-26APR141045-45,no,2,196.8,0.2,no,false,3.1999999999999886,98.4,1.626016
2026-04-14T07:45:09.887430-07:00,KXBTC15M,KXBTC15M-26APR141045-45,no,2,193.79999999999998,0.2,no,false,6.200000000000017,96.9,3.199174
2026-04-14T08:00:09.878717-07:00,KXBTC15M,KXBTC15M-26APR141100-00,no,2,194.2,0.8,no,false,5.800000000000011,97.1,2.986612
2026-04-14T08:00:09.882061-07:00,KXETH15M,KXETH15M-26APR141100-00,no,2,196.2,0.8,no,false,3.8000000000000114,98.1,1.936799
2026-04-14T08:00:09.882674-07:00,KXSOL15M,KXSOL15M-26APR141100-00,no,2,196.8,0.2,no,false,3.1999999999999886,98.4,1.626016
2026-04-14T08:15:19.934300-07:00,KXBTC15M,KXBTC15M-26APR141115-15,no,2,194.2,0.8,no,false,5.800000000000011,97.1,2.986612
2026-04-14T08:15:19.938753-07:00,KXETH15M,KXETH15M-26APR141115-15,no,2,196.2,0.8,no,false,3.8000000000000114,98.1,1.936799
2026-04-14T08:15:19.939971-07:00,KXSOL15M,KXSOL15M-26APR141115-15,no,2,197.4,0.6,no,false,2.5999999999999943,98.7,1.317123
2026-04-14T08:30:09.882826-07:00,KXBTC15M,KXBTC15M-26APR141130-30,no,2,197.2,0.8,yes,false,2.8000000000000114,98.6,1.419878
2026-04-14T08:30:09.887881-07:00,KXXRP15M,KXXRP15M-26APR141130-30,no,2,196.2,0.8,yes,false,3.8000000000000114,98.1,1.936799
2026-04-14T08:45:09.926551-07:00,KXBTC15M,KXBTC15M-26APR141145-45,no,2,194.79999999999998,1.2,yes,true,5.200000000000017,97.4,2.669405
2026-04-14T08:45:09.928609-07:00,KXETH15M,KXETH15M-26APR141145-45,no,2,196.4,0.6,yes,false,3.5999999999999943,98.2,1.832994
2026-04-14T09:00:09.870030-07:00,KXSOL15M,KXSOL15M-26APR141200-00,no,2,195.79999999999998,1.2,no,true,4.200000000000017,97.9,2.145046
2026-04-14T09:00:09.883617-07:00,KXBTC15M,KXBTC15M-26APR141200-00,no,2,193.4,0.6,yes,false,6.599999999999994,96.7,3.412616
2026-04-14T09:15:09.873129-07:00,KXXRP15M,KXXRP15M-26APR141215-15,no,2,194.2,0.8,yes,false,5.800000000000011,97.1,2.986612
2026-04-14T09:15:09.881976-07:00,KXBTC15M,KXBTC15M-26APR141215-15,no,2,193.6,0.4,yes,false,6.400000000000006,96.8,3.305785
2026-04-14T09:30:09.878534-07:00,KXETH15M,KXETH15M-26APR141230-30,no,2,196.2,0.8,no,false,3.8000000000000114,98.1,1.936799
2026-04-14T09:30:09.890308-07:00,KXBTC15M,KXBTC15M-26APR141230-30,no,2,194.2,0.8,no,false,5.800000000000011,97.1,2.986612
2026-04-14T10:00:09.923429-07:00,KXETH15M,KXETH15M-26APR141300-00,no,2,196.2,0.8,no,false,3.8000000000000114,98.1,1.936799
2026-04-14T10:00:09.930717-07:00,KXBTC15M,KXBTC15M-26APR141300-00,no,2,193.6,1.4,no,true,6.400000000000006,96.8,3.305785
2026-04-14T10:15:09.924144-07:00,KXXRP15M,KXXRP15M-26APR141315-15,no,1,97.1,0.9,yes,false,2.9000000000000057,97.1,2.986612
2026-04-14T10:15:09.926182-07:00,KXETH15M,KXETH15M-26APR141315-15,no,2,196.4,0.6,yes,false,3.5999999999999943,98.2,1.832994
2026-04-14T10:15:09.935502-07:00,KXBTC15M,KXBTC15M-26APR141315-15,no,2,195.79999999999998,0.2,yes,false,4.200000000000017,97.9,2.145046
